FID;id;nome;uf;pib;estado_id;codigo_ibg;codigo_mun;ano;prestadore;servicos;populaca_1;agua;esgoto
352;3783;Pau dos Ferros;RN;225508;20;2409407;240940;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF";"Água e Esgoto; Res. Sólidos";29,954000000000001;27,622000000000000;3,782000000000000
353;3785;Pedra Preta;RN;14421;20;2409605;240960;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;2,568000000000000;982,000000000000000;0,000000000000000
354;3786;Pedro Avelino;RN;37690;20;2409704;240970;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;7,059000000000000;4,056000000000000;3,256000000000000
355;3788;Pendências;RN;142977;20;2409902;240990;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;14,750999999999999;10,167999999999999;4,223000000000000
356;2946;Solidão;PE;25225;16;2614402;261440;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26144040] secretaria de obras e saneamento - so";"Água; Res. Sólidos";5,949000000000000;2,095000000000000;0,000000000000000
357;3791;Portalegre;RN;33893;20;2410207;241020;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102040] Prefeitura Municipal de Portalegre - PMP";"Água; Res. Sólidos";7,811000000000000;4,101000000000000;0,000000000000000
358;2790;Alagoinha;PE;63413;16;2600609;250050;2015;"[25005011] Serviço Autônomo de Água e Esgoto - SAAE; [25005040] Prefeitura Municipal - PM";"Água; Res. Sólidos";14,284000000000001;11,100000000000000;0,000000000000000
359;3796;Rafael Godeiro;RN;15905;20;2410603;241060;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;3,213000000000000;2,028000000000000;0,000000000000000
360;2584;Barra de São Miguel;PB;26724;15;2501708;250170;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25017040] PREFEITURA MUNICIPAL DE BARRA DE SÃO MIGUEL - PMBSM";"Água; Res. Sólidos";5,905000000000000;0,000000000000000;0,000000000000000
361;3797;Riacho da Cruz;RN;15014;20;2410702;241070;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;3,485000000000000;1,987000000000000;0,000000000000000
362;3798;Riacho de Santana;RN;22592;20;2410801;241080;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24108040] PREFEITURA MUNICIPAL DE RIACHO DE SANTANA - PMRS";"Água; Res. Sólidos";4,278000000000000;1,451000000000000;0,000000000000000
363;3801;Rodolfo Fernandes;RN;20752;20;2411007;241100;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;4,547000000000000;3,843000000000000;0,000000000000000
364;3803;Santa Cruz;RN;191332;20;2411205;251320;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25132040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA - SEMIU";"Água; Res. Sólidos";6,579000000000000;4,176000000000000;0,000000000000000
365;2772;Sumé;PB;78869;15;2516300;251630;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água e Esgoto;16,783999999999999;14,948000000000000;4,375000000000000
366;2582;Barra de Santana;PB;35667;15;2501575;250157;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25015740] Prefeitura Municipal de Barra de Santana - PMBS";"Água; Res. Sólidos";8,249000000000001;891,000000000000000;0,000000000000000
367;2585;Bayeux;PB;698617;15;2501807;250180;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25018040] SECRETARIA DE INFRAESTRUTURA - MARQUISE";"Água e Esgoto; Res. Sólidos";96,140000000000001;77,843000000000004;8,792999999999999
368;2587;Belém do Brejo do Cruz;PB;30877;15;2502003;250200;2015;"[25020011] Prefeitura Municipal de Belém do Brejo do Cruz - PMBBC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25020040] PREFEITURA MUNICIPAL DE BELÉM DO BREJO DO CRUZ - PMBBC";"Esgoto; Água; Res. Sólidos";7,320000000000000;5,130000000000000;7,320000000000000
369;2773;Taperoá;PB;65410;15;2516508;251650;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;15,375999999999999;0,000000000000000;0,000000000000000
370;2588;Bernardino Batista;PB;13243;15;2502052;250205;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;3,356000000000000;0,000000000000000;0,000000000000000
371;3816;São José do Seridó;RN;32131;20;2412401;241240;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;4,567000000000000;2,972000000000000;2,827000000000000
372;3817;São Miguel;RN;112001;20;2412500;241250;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24125040] Prefeitura Municipal de São Miguel - PMSM";"Água; Res. Sólidos";23,274000000000001;15,231000000000000;0,000000000000000
373;2776;Tenório;PB;13907;15;2516755;251675;2015;"[25167511] Prefeitura Municipal de Tenório - PMT; [25167540] Prefeitura Municipal de Tenório - PMT";"Água e Esgoto; Res. Sólidos";3,011000000000000;1,200000000000000;1,000000000000000
374;2777;Triunfo;PB;38459;15;2516805;251680;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25168040] Prefeitura Municipal de Triunfo - PMT";"Água; Res. Sólidos";9,446999999999999;0,000000000000000;0,000000000000000
375;2610;Campina Grande;PB;4336824;15;2504009;250400;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25040040] SECRETARIA DE SERVIÇOS URBANOS E MEIO AMBIENTE - SESUMA";"Água e Esgoto; Res. Sólidos";405,072000000000000;405,072000000000000;357,612000000000020
376;3806;Santana do Seridó;RN;17293;20;2411429;241142;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24114240] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE";"Água e Esgoto; Res. Sólidos";2,675000000000000;1,626000000000000;1,751000000000000
377;3821;São Rafael;RN;43984;20;2412807;241280;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;8,347000000000000;5,733000000000000;4,977000000000000
378;2956;Toritama;PE;222209;16;2615409;261540;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;42,122999999999998;34,414000000000001;0,000000000000000
379;2602;Cacimba de Areia;PB;16503;15;2503407;250340;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25034040] Prefeitura Municipal de Cacimba de Areia - PMCA";"Água; Res. Sólidos";3,713000000000000;1,869000000000000;0,000000000000000
380;2613;Caraúbas;PB;20101;15;2504074;250407;2015;"[25040711] Prefeitura Municipal de Caraúbas - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA";"Esgoto; Água";4,115000000000000;1,918000000000000;2,318000000000000
381;2614;Carrapateira;PB;12171;15;2504108;250410;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25041040] PREFEITURA MUNICIPAL DE CARRAPATEIRA - PMC";"Água; Res. Sólidos";2,601000000000000;0,000000000000000;0,000000000000000
382;2617;Catolé do Rocha;PB;162776;15;2504306;250430;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25043040] Prefeitura Municipal de Catolé do Rocha PB - PMCR";"Água e Esgoto; Res. Sólidos";30,178999999999998;22,542000000000002;5,803000000000000
383;2778;Uiraúna;PB;74993;15;2516904;251690;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25169040] PREFEITURA MUNICIPAL DE UIRAÚNA - PMU";"Água; Res. Sólidos";15,228000000000000;12,794000000000000;0,000000000000000
