Código do Município ;Município ;Estado ;Ano de Referência ;Prestadores ;Serviços ;POP_TOT - População total do município do ano de referência (Fonte: IBGE): (Habitantes);AG001 - População total atendida com abastecimento de água (Habitantes);ES001 - População total atendida com esgotamento sanitário (Habitantes)
260640;Gravatá;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;81.893;81.893;1.512
260660;Ibimirim;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26066040] Prefeitura Municipla de Ibimirim - PMI";"Água; Res. Sólidos";28.604;15.556;
260670;Ibirajuba;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26067040] Prefeitura Municipal de Ibirajuba - PMI";"Água; Res. Sólidos";7.725;4.029;
260680;Igarassu;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26068040] Secretaria de Serviços Públicos - ssp";"Água e Esgoto; Res. Sólidos";112.463;77.346;2.455
260690;Iguaraci;PE;2015;"[26069011] Prefeitura Municipal de Iguaraci - PMI; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26069040] PREFEITURA MUNICIPAL DE IGUARACY - PMI";"Esgoto; Água; Res. Sólidos";12.137;8.144;12.117
260760;Ilha de Itamaracá;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26076040] SECRETÁRIA DE INFRAESTRUTURA - SEINFRA";"Água; Res. Sólidos";24.888;24.888;
260700;Inajá;PE;2015;[26070011] Prefeitura Municipal de Inajá - PMI;Água e Esgoto;21.932;13.264;5.021
260710;Ingazeira;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;4.556;2.147;
260720;Ipojuca;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26072040] Secretaria de Infraestrutura e Serviço Municpais - SEINFRA";"Água e Esgoto; Res. Sólidos";91.341;52.777;10.918
260730;Ipubi;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;29.721;16.799;8.162
260740;Itacuruba;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;4.754;4.754;
260750;Itaíba;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26075040] Prefeitura Municipal de Itaíba - PMI";"Água; Res. Sólidos";26.412;17.700;
260770;Itapetim;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26077040] Prefeitura Municipal de Itapetim - PMI";"Água; Res. Sólidos";13.780;9.351;
260775;Itapissuma;PE;2015;"[26077511] Prefeitura Municipal de Itapissuma - PMI; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26077540] SECRETARIA DE OBRAS E SERVIÇOS URBANOS - SOSU";"Esgoto; Água; Res. Sólidos";25.798;14.781;3.000
260780;Itaquitinga;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;16.753;8.972;
260790;Jaboatão dos Guararapes;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26079040] SECRETARIA EXECUTIVA DE SERVIÇOS URBANOS - SESURB";"Água e Esgoto; Res. Sólidos";686.122;508.084;45.689
260795;Jaqueira;PE;2015;[26079511] Prefeitura Municipal de Jaqueira - PMJ;Água;11.664;10.500;
260800;Jataúba;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;16.858;2.592;
260805;Jatobá;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26080540] Prefeitura Municipal de Jatobá - PMJ";"Água; Res. Sólidos";14.587;11.445;
260810;João Alfredo;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;32.939;19.835;
260820;Joaquim Nabuco;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26082040] Prefeitura Municipal de Joaquim Nabuco - PMJN";"Água; Res. Sólidos";16.021;11.605;
260825;Jucati;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26082540] Prefeitura Municipal de Jucati - PMJ";"Água; Res. Sólidos";11.202;3.985;
260830;Jupi;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;14.525;2.576;
260840;Jurema;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26084040] Prefeitura Municipal de Jurema - PMJ";"Água; Res. Sólidos";15.171;13.000;
260845;Lagoa do Carro;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;17.454;9.102;
260850;Lagoa do Itaenga;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;21.276;16.821;
260860;Lagoa do Ouro;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26086040] SECRETARIA DE OBRAS E URBANISMO - SOU";"Água; Res. Sólidos";12.865;6.852;
260870;Lagoa dos Gatos;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;16.161;9.815;
260875;Lagoa Grande;PE;2015;"[26087511] Prefeitura Municipal de Lagoa Grande - PMLG; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26087540] PREFEITURA MUNICIPAL DE LAGOA GRANDE - PMLG/SEIMA";"Esgoto; Água e Esgoto; Res. Sólidos";24.757;14.898;13.399
260880;Lajedo;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;39.240;39.146;
260890;Limoeiro;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;56.269;43.432;
260900;Macaparana;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26090040] Prefeitura Municipal de Macaparana - PMM";"Água; Res. Sólidos";25.011;17.623;
260910;Machados;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;15.313;8.871;
260915;Manari;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;20.302;7.347;
260920;Maraial;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26092040] Secretaria de Infra Estrutura de Maraial - SECIEM";"Água; Res. Sólidos";11.711;4.529;
260930;Mirandiba;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26093040] Prefeitura Municipal Mirandiba - PE - PMM";"Água; Res. Sólidos";15.098;12.707;
261430;Moreilândia;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;11.242;5.336;
260940;Moreno;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26094040] Prefeitura Municipal do Moreno - PMM";"Água e Esgoto; Res. Sólidos";61.016;47.896;18.000
260950;Nazaré da Mata;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26095040] Prefeitura Municipal de Nazaré da Mata - PMNM";"Água e Esgoto; Res. Sólidos";32.064;29.421;7.616
260960;Olinda;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26096040] SECRETARIA DE SERVIÇOS PÚBLICOS DE OLINDA - SSP";"Água e Esgoto; Res. Sólidos";389.494;341.891;140.866
260970;Orobó;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26097040] PREFEITURA - PMO";"Água; Res. Sólidos";23.663;7.434;
260980;Orocó;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;14.445;5.643;
260990;Ouricuri;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26099040] PREFEITURA MUNICIPAL DE OURICURI - PMO";"Água; Res. Sólidos";67.676;48.928;
261000;Palmares;PE;2015;[26100011] Serviço Autônomo de Águas e Esgotos - SAAE;Água;62.300;52.559;
261010;Palmeirina;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26101040] Prefeitura Municipal de Palmeirina - PMP";"Água; Res. Sólidos";7.969;5.303;
261020;Panelas;PE;2015;"[26102011] Prefeitura Municipal de Panelas - PMP; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26102040] Prefeitura Municipal de Panelas - PMP";"Esgoto; Água; Res. Sólidos";26.464;16.338;14.410
261030;Paranatama;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26103040] Prefeitura Municipal de Paranatama - PMP";"Água; Res. Sólidos";11.357;1.392;
261040;Parnamirim;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26104040] Prefeitura Municipal de Parnamirim - PMP";"Água; Res. Sólidos";21.193;12.236;
261050;Passira;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;28.982;17.454;
261060;Paudalho;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26106040] Secretaria de Obras e Serviços Públicos - SEOSP";"Água; Res. Sólidos";55.028;32.583;
261070;Paulista;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;322.730;271.208;124.297
261080;Pedra;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;22.401;10.734;
261090;Pesqueira;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26109040] Prefeitura Municipal de Pesqueira - PMP";"Água; Res. Sólidos";66.153;40.933;
261100;Petrolândia;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26110040] Prefeitura Municipal de Petrolândia - PMP";"Água; Res. Sólidos";35.342;25.476;
261110;Petrolina;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26111040] Prefeitura Municipal - PM";"Água e Esgoto; Res. Sólidos";331.951;308.321;209.527
261120;Poção;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;11.265;6.686;
261130;Pombos;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;26.841;19.900;
261140;Primavera;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;14.509;6.403;
261150;Quipapá;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;25.536;13.039;
261153;Quixaba;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;6.823;3.605;
261160;Recife;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26116040] Empresa de Manutenção e Limpeza Urbana - EMLURB";"Água e Esgoto; Res. Sólidos";1.617.183;1.369.839;646.006
261170;Riacho das Almas;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;20.177;12.754;
261180;Ribeirão;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;46.659;31.907;
261190;Rio Formoso;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26119040] Robson Jerônimo Lins de Oliveira - pmrf";"Água e Esgoto; Res. Sólidos";23.181;11.195;3.967
261200;Sairé;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;10.437;9.731;
261210;Salgadinho;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;10.423;3.752;
261220;Salgueiro;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26122040] PREFEITURA MUNICIPAL DO SALGUEIRO - PMS";"Água e Esgoto; Res. Sólidos";59.769;59.769;19.937
261230;Saloá;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26123040] Prefeitura Municipal de Saloá   Secretaria Municipal de Meio Ambiente. - PMS";"Água; Res. Sólidos";15.742;5.552;
261240;Sanharó;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;25.047;20.948;
261245;Santa Cruz;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;14.857;6.597;
261247;Santa Cruz da Baixa Verde;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26124740] Prefeitura Municipal de Santa Cruz da    Baixa Verde - PMSCBV";"Água; Res. Sólidos";12.375;191;
261250;Santa Cruz do Capibaribe;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;101.485;78.656;
261255;Santa Filomena;PE;2015;"[26125511] Prefeitura Municipal de Santa Filomena - PMSF; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26125540] PREFEITURA MUNICIPAL DE SANTA FILOMENA - PGCM";"Esgoto; Água; Res. Sólidos";14.172;5.008;14.172
261260;Santa Maria da Boa Vista;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;41.293;17.308;
261270;Santa Maria do Cambucá;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26127040] Secretaria Municipal de Saúde - SMS";"Água; Res. Sólidos";13.826;6.775;
261280;Santa Terezinha;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;11.627;8.557;
261290;São Benedito do Sul;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;15.305;5.975;
261300;São Bento do Una;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;57.659;27.118;
261310;São Caitano;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26131040] Prefeitura Municipal de São Caetano - PMSC";"Água; Res. Sólidos";36.763;29.594;
261320;São João;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;22.403;13.749;
261330;São Joaquim do Monte;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26133040] Município de São Joaquim do Monte - Prefeitura - PMSJM";"Água; Res. Sólidos";21.171;16.087;
261340;São José da Coroa Grande;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;20.335;19.152;
261350;São José do Belmonte;PE;2015;"[26135011] Prefeitura Municipal de São José do Belmonte - PMSJB; [26116000] Companhia Pernambucana de Saneamento - COMPESA";"Esgoto; Água";33.677;20.351;21.500
261360;São José do Egito;PE;2015;"[26136011] Prefeitura Municipal de São José do Egito - PMSJE; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26136040] Prefeitura Municipal de São José do Egito - PMSJE";"Esgoto; Água; Res. Sólidos";33.365;24.606;21.971
261370;São Lourenço da Mata;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26137040] PREFEITURA MUNICIPAL DE SÃO LOURENÇO DA MATA - PMSLM";"Água e Esgoto; Res. Sólidos";110.264;74.262;10.603
261380;São Vicente Ferrer;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;17.763;8.279;
261390;Serra Talhada;PE;2015;"[26139011] Prefeitura Municipal de Serra Talhada - PMST; [26116000] Companhia Pernambucana de Saneamento - COMPESA";"Esgoto; Água";84.352;84.352;65.450
261400;Serrita;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26140040] secretaria de meio ambiente de serrita - semas";"Água; Res. Sólidos";19.017;10.802;
261410;Sertânia;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;35.367;19.693;
261420;Sirinhaém;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;44.187;25.384;7.308
261440;Solidão;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26144040] secretaria de obras e saneamento - so";"Água; Res. Sólidos";5.949;2.095;
261450;Surubim;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;63.166;63.166;
261460;Tabira;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;27.958;25.816;
261470;Tacaimbó;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26147040] PREFEITURA MUNICPAL DE TACAIMBÓ - PMT";"Água; Res. Sólidos";12.891;8.999;
261480;Tacaratu;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;24.626;15.281;
261485;Tamandaré;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26148540] Prefeitura Municipal de Tamandaré - PMT";"Água e Esgoto; Res. Sólidos";22.591;22.591;22.591
261500;Taquaritinga do Norte;PE;2015;"[26150011] Prefeitura Municipal de Taquaritinga do Norte - PMTN; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26150040] Secretaria de Obras e Urbanismo - SEURB";"Esgoto; Água; Res. Sólidos";27.592;8.630;23.000
261510;Terezinha;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;7.057;3.602;
261520;Terra Nova;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;10.185;9.700;
261530;Timbaúba;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26153040] Secretaria de Serviços Urbanos - SSU";"Água; Res. Sólidos";53.581;47.019;
261540;Toritama;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;42.123;34.414;
261550;Tracunhaém;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26155040] PREFEITURA MUNICIPAL DE TRACUNHAÉM - PMT";"Água; Res. Sólidos";13.596;10.248;
261560;Trindade;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;29.519;29.519;
261570;Triunfo;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26157040] Prefeitura Municipal de Triunfo - PMT";"Água; Res. Sólidos";15.250;7.946;
261580;Tupanatinga;PE;2015;"[26158011] Prefeitura Municipal de Tupanatinga - PMT; [26116000] Companhia Pernambucana de Saneamento - COMPESA";"Esgoto; Água";26.454;11.835;10.000
261590;Tuparetama;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;8.149;8.149;
261600;Venturosa;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26160040] PREFEITURA MUNICIPAL DE VENTUROSA - PMV";"Água; Res. Sólidos";17.870;8.992;
261610;Verdejante;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;9.450;9.376;
261618;Vertente do Lério;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26161840] PREFEITURA MUNICIPAL DE VERTENTE DO LÉRIO - PMVL";"Água; Res. Sólidos";7.746;2.991;
261620;Vertentes;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26162040] Prefeitura Municipal de Vertentes - PMV";"Água; Res. Sólidos";19.976;14.625;
261630;Vicência;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26163040] PREFEITURA MUNICIPAL DE VICENCIA - PMV";"Água; Res. Sólidos";32.157;14.249;
261640;Vitória de Santo Antão;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26164040] Prefeitura Municipal da Vitoria de Santo Antão - PMV";"Água e Esgoto; Res. Sólidos";135.805;100.408;38.222
261650;Xexéu;PE;2015;[26165011] Serviço Autônomo de Água e Esgoto - SAAE;Água;14.584;9.300;
240010;Acari;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24001040] PREFEITURA MUNICIPAL DE ACARI - PMA";"Água e Esgoto; Res. Sólidos";11.344;9.151;9.151
240020;Açu;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24002040] Secretaria Adjunta de Serviços Públicos - SERVIP";"Água; Res. Sólidos";57.292;42.364;
240030;Afonso Bezerra;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24003040] SECRETARIA DE OBRAS E SERVIÇOS URBANOS - SOSUR";"Água e Esgoto; Res. Sólidos";11.202;5.475;4.706
240040;Água Nova;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24004040] SECRETARIA MUNICIPAL DE INFRA - ESTRUTUTA E SERVIÇOS URBANOS - SEMISU";"Água; Res. Sólidos";3.210;2.055;
240050;Alexandria;RN;2015;[24005011] Serviço Autônomo de Água e Esgoto de Alexandria - SAAE;Água e Esgoto;13.852;13.512;5.513
240060;Almino Afonso;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24006040] PREFEITURA MUNICIPAL DE ALMINO AFONSO - PMAA";"Água; Res. Sólidos";4.899;3.499;
240070;Alto do Rodrigues;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24007040] Prefeitura Municipal - PM";"Água e Esgoto; Res. Sólidos";13.915;9.966;197
240080;Angicos;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;11.907;10.507;
240090;Antônio Martins;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24009040] PREFEITURA MUNICIPAL DE ANTONIO MARTINS - PMAA";"Água e Esgoto; Res. Sólidos";7.205;2.879;1.527
240100;Apodi;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24010040] PREFEITURA MUNICIPAL DE APODI - PMA";"Água; Res. Sólidos";36.189;18.584;
240110;Areia Branca;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24011040] Prefeitura Municipal de Areia Branca - PMAB";"Água; Res. Sólidos";27.356;21.955;
240120;Arês;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;14.042;8.876;
240130;Augusto Severo;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24013040] Prefeitural Municipal de Campo Grande - PMAS";"Água; Res. Sólidos";9.716;5.232;
240140;Baía Formosa;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24014040] PREFEITURA MUNICIPAL DE BAÍA FORMOSA - PMBF";"Água; Res. Sólidos";9.182;7.634;
240145;Baraúna;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;27.238;17.132;
240150;Barcelona;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24015040] Secretaria Municipal de Servios Urbanos, Obras e Viao - SMSUOV";"Água; Res. Sólidos";4.066;3.861;
240160;Bento Fernandes;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24016040] SECRETARIA MUNICIPAL DE OBRAS TRANSPORTES E SERVIÇOS URBANOS - SMOTS";"Água; Res. Sólidos";5.458;2.277;
240165;Bodó;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24016540] Prefeitura Municipal de Bodó - RN";"Água; Res. Sólidos";2.358;1.367;
240170;Bom Jesus;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;10.114;7.387;
240180;Brejinho;RN;2015;"[24018011] Serviço Autônomo de Água e Esgoto - SAAE; [24018040] PREFEITURA MUNICIPAL DE BREJINHO - PMB";"Água; Res. Sólidos";12.509;8.925;
240185;Caiçara do Norte;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;6.587;4.788;
240190;Caiçara do Rio do Vento;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;3.608;2.845;916
240200;Caicó;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24020040] PREFEITURA MUNICIPAL DE CAICÓ - RN";"Água e Esgoto; Res. Sólidos";67.259;61.630;5.683
240210;Campo Redondo;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;11.066;5.651;1.098
240220;Canguaretama;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24022040] Secretaria Municipal de Obras e Serviços Públicos - SEMOSP";"Água; Res. Sólidos";33.623;22.089;
240230;Caraúbas;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;20.564;14.514;
240240;Carnaúba dos Dantas;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24024040] PREFEITURA MUNICIPAL DE CARNAÚBA DOS DANTAS - PMCD";"Água; Res. Sólidos";8.045;5.227;
240250;Carnaubais;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;10.760;3.167;2.405
240260;Ceará-Mirim;RN;2015;[24026011] Serviço Autônomo de Águas e Esgotos - SAAE;Água e Esgoto;72.878;69.989;24.821
240270;Cerro Corá;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;11.318;5.807;
240280;Coronel Ezequiel;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24028040] Prefeitura Municipal de Coronel Ezequiel - PMCE";"Água; Res. Sólidos";5.587;2.350;
240290;Coronel João Pessoa;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24029040] CONSTRUTORA SERRA NOVA - CSN";"Água; Res. Sólidos";4.963;1.700;
240300;Cruzeta;RN;2015;"[24030011] Prefeitura Municipal de Cruzeta - PMC; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24030040] Secretaria Municipal de Infraestrutura, Serviços Urbano - SMISU";"Esgoto; Água; Res. Sólidos";8.164;6.682;6.000
240310;Currais Novos;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;44.887;37.929;30.087
240320;Doutor Severiano;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;7.184;3.756;1.392
240330;Encanto;RN;2015;"[24033011] Prefeitura Municipal de Encanto - PME; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24033040] PREFEITURA MUNICIPAL  DE ENCANTO - PME";"Esgoto; Água; Res. Sólidos";5.593;2.464;5.593
240340;Equador;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;6.087;4.707;
240350;Espírito Santo;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;10.727;5.120;1.679
240360;Extremoz;RN;2015;"[24036011] Serviço Autônomo de Água e Esgotos - SAAE; [24036040] PREFEITURA MUNICIPAL DE EXTREMOZ - PME";"Água; Res. Sólidos";27.525;27.525;
240370;Felipe Guerra;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;6.013;3.470;
240375;Fernando Pedroza;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;3.037;2.635;
240380;Florânia;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;9.254;7.114;7.083
240390;Francisco Dantas;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;2.909;1.667;
240400;Frutuoso Gomes;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24040040] PREFEITURA MUNICIPAL DE FRUTUOSO GOMES - PMFG";"Água; Res. Sólidos";4.228;2.809;
240420;Goianinha;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;25.292;17.435;2.752
240430;Governador Dix-Sept Rosado;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;13.048;6.092;
240440;Grossos;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;10.197;7.642;
240450;Guamaré;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24045040] SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS URBANOS - SEMOSU";"Água; Res. Sólidos";14.633;9.239;
240460;Ielmo Marinho;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24046040] Secretaria de Obras e Serviços Urbanos - SEMO";"Água; Res. Sólidos";13.400;1.869;
